Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Domain/Realm name	Domain/Realm taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
12967	12967	Blastocystis	A.G.Alexeieff, 1911	GENUS				no	heterokonts	Eukaryota	2759					Bigyra	2683628	Opalinata	42740	Blastocystidae	2547934	Blastocystis	12967			TRUE
12968	12968	Blastocystis hominis	Brumpt, 1912	SPECIES				no	heterokonts	Eukaryota	2759					Bigyra	2683628	Opalinata	42740	Blastocystidae	2547934	Blastocystis	12967	Blastocystis hominis	12968	TRUE
27941	27941	Haplogloia		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Haplogloia	27941			TRUE
27942	27942	Haplogloia andersonii	(Farlow) Levring, 1939	SPECIES	Mesogloia andersonii	Farlow, 1889		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Haplogloia	27941	Haplogloia andersonii	27942	TRUE
27943	27943	Punctaria		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Punctaria	27943			TRUE
27944	27944	Punctaria expansa	Setchell & N.L.Gardner, 1924	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Punctaria	27943	Punctaria expansa	27944	TRUE
27945	27945	Sphacelariales		ORDER				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Sphacelariales	27945							TRUE
27946	27946	Sphacelariaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Sphacelariales	27945	Sphacelariaceae	27946					TRUE
27947	27947	Sphacelaria		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Sphacelariales	27945	Sphacelariaceae	27946	Sphacelaria	27947			TRUE
27948	27948	Sphacelaria furcigera	KuÌtzing, 1855	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Sphacelariales	27945	Sphacelariaceae	27946	Sphacelaria	27947	Sphacelaria furcigera	27948	TRUE
27949	27949	Syringodermatales		ORDER				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Syringodermatales	27949							TRUE
27950	27950	Syringodermataceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Syringodermatales	27949	Syringodermataceae	27950					TRUE
27951	27951	Syringoderma		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Syringodermatales	27949	Syringodermataceae	27950	Syringoderma	27951			TRUE
27952	27952	Syringoderma phinneyi	E.C.Henry & D.G.MuÌller, 1983	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Syringodermatales	27949	Syringodermataceae	27950	Syringoderma	27951	Syringoderma phinneyi	27952	TRUE
27953	27953	Taonia		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Dictyotales	2873	Dictyotaceae	2874	Taonia	27953			TRUE
27954	27954	Taonia atomaria	(Woodward) J.Agardh, 1848	SPECIES	Ulva atomaria	Woodward, 1797		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Dictyotales	2873	Dictyotaceae	2874	Taonia	27953	Taonia atomaria	27954	TRUE
27956	27956	Asperococcus		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Asperococcus	27956			TRUE
27957	27957	Asperococcus bullosus	J.V.Lamouroux, 1813	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Asperococcus	27956	Asperococcus bullosus	27957	TRUE
27959	27959	Elachista	Duby , 1830	GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Elachista	27959			TRUE
27960	27960	Elachista fucicola	(Velley) Areschoug, 1842	SPECIES	Conferva fucicola	Velley, 1795		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Elachista	27959	Elachista fucicola	27960	TRUE
27962	27962	Leathesia		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Leathesia	27962			TRUE
27963	27963	Leathesia difformis	Areschoug, 1847	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Leathesia	27962	Leathesia difformis	27963	TRUE
27964	27964	Colpomenia		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Scytosiphonaceae	2891	Colpomenia	27964			TRUE
27965	27965	Colpomenia peregrina	Sauvageau, 1927	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Scytosiphonaceae	2891	Colpomenia	27964	Colpomenia peregrina	27965	TRUE
27966	27966	Scytosiphon		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Scytosiphonaceae	2891	Scytosiphon	27966			TRUE
27967	27967	Scytosiphon lomentaria	(Lyngbye) Link, 1833	SPECIES	Chorda lomentaria	Lyngbye, 1819		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Scytosiphonaceae	2891	Scytosiphon	27966	Scytosiphon lomentaria	27967	TRUE
2825	2825	Chrysophyceae		CLASS			golden algae	no	golden algae	Eukaryota	2759					Chrysophyceae	2825									TRUE
2828	2828	Heterosigma	Hada ex Y.Hara & Chihara, 1987	GENUS				no	heterokonts	Eukaryota	2759					Raphidophyceae	38410	Chattonellales	658125	Chattonellaceae	658124	Heterosigma	2828			TRUE
2829	2829	Heterosigma akashiwo	(Hada) Hada ex Y.Hara & Chihara, 1987	SPECIES	Entomosigma akashiwo	Y.Hada, 1967		no	heterokonts	Eukaryota	2759					Raphidophyceae	38410	Chattonellales	658125	Chattonellaceae	658124	Heterosigma	2828	Heterosigma akashiwo	2829	TRUE
2833	2833	Xanthophyceae		CLASS			yellow-green algae	no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833									TRUE
2834	2834	Bumilleriopsis	Printz, 1914	GENUS				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Mischococcales	195993	Centritractaceae	195997	Bumilleriopsis	2834			TRUE
2835	2835	Bumilleriopsis filiformis	Vischer, 1945	SPECIES				yes	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Mischococcales	195993	Centritractaceae	195997	Bumilleriopsis	2834	Bumilleriopsis filiformis	2835	TRUE
2836	2836	Bacillariophyta		PHYLUM			diatoms	no	diatoms	Eukaryota	2759			Bacillariophyta	2836											TRUE
2838	2838	Odontella	C.A. Agardh, 1832	GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Mediophyceae	589449	Eupodiscales	33838	Odontellaceae	2749909	Odontella	2838			TRUE
2842	2842	Skeletonema	Greville, 1865	GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Thalassiosirales	33847	Skeletonemataceae	33848	Skeletonema	2842			TRUE
2843	2843	Skeletonema costatum	(Greville) Cleve, 1873	SPECIES	Melosira costata	Greville, 1866		no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Thalassiosirales	33847	Skeletonemataceae	33848	Skeletonema	2842	Skeletonema costatum	2843	TRUE
2849	2849	Phaeodactylum		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Naviculales	38748	Phaeodactylaceae	38749	Phaeodactylum	2849			TRUE
2850	2850	Phaeodactylum tricornutum	Bohlin, 1897	SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Naviculales	38748	Phaeodactylaceae	38749	Phaeodactylum	2849	Phaeodactylum tricornutum	2850	TRUE
2852	2852	Cylindrotheca		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Cylindrotheca	2852			TRUE
2853	2853	Cylindrotheca fusiformis	Reimann & J.C.Lewin, 1964	SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Cylindrotheca	2852	Cylindrotheca fusiformis	2853	TRUE
2854	2854	Cylindrotheca sp.		SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Cylindrotheca	2852	Cylindrotheca sp.	2854	FALSE
2855	2855	Cylindrotheca sp. (STRAIN N1)		STRAIN				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Cylindrotheca	2852	Cylindrotheca sp.	2854	FALSE
2856	2856	Cylindrotheca closterium	(Ehrenberg) Reimann & J.C.Lewin, 1964	SPECIES	Ceratoneis closterium	Ehrenberg, 1839		no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Cylindrotheca	2852	Cylindrotheca closterium	2856	TRUE
2857	2857	Nitzschia	Hassall, 1845: 435	GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Nitzschia	2857			TRUE
2858	2858	Nitzschia alba	J.C.Lewin & R.A.Lewin, 1967	SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Nitzschia	2857	Nitzschia alba	2858	TRUE
2862	2862	Diatoma		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Fragilariophyceae	33853	Fragilariales	33855	Fragilariaceae	33856	Diatoma	2862			TRUE
2870	2870	Phaeophyceae		CLASS			brown algae	no	brown algae	Eukaryota	2759					Phaeophyceae	2870									TRUE
2871	2871	Costaria		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Agaraceae	2012474	Costaria	2871			TRUE
2872	2872	Costaria costata	(C.Agardh) De A.Saunders, 1895	SPECIES	Laminaria costata	C.Agardh, 1817		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Agaraceae	2012474	Costaria	2871	Costaria costata	2872	TRUE
2873	2873	Dictyotales		ORDER				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Dictyotales	2873							TRUE
2874	2874	Dictyotaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Dictyotales	2873	Dictyotaceae	2874					TRUE
2875	2875	Dictyota	J.V. Lamouroux , 1809: 331	GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Dictyotales	2873	Dictyotaceae	2874	Dictyota	2875			TRUE
2876	2876	Dictyota dichotoma	(Hudson) J.V.Lamouroux, 1809	SPECIES	Ulva dichotoma	Hudson, 1762		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Dictyotales	2873	Dictyotaceae	2874	Dictyota	2875	Dictyota dichotoma	2876	TRUE
2877	2877	Ectocarpales		ORDER				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877							TRUE
2878	2878	Ectocarpaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Ectocarpaceae	2878					TRUE
2879	2879	Ectocarpus		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Ectocarpaceae	2878	Ectocarpus	2879			TRUE
2880	2880	Ectocarpus siliculosus	(Dillwyn) Lyngbye, 1819	SPECIES	Conferva siliculosa	Dillwyn, 1809		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Ectocarpaceae	2878	Ectocarpus	2879	Ectocarpus siliculosus	2880	TRUE
2881	2881	Ectocarpus variabilis	Vickers, 1905	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Ectocarpaceae	2878	Ectocarpus	2879	Ectocarpus variabilis	2881	TRUE
2882	2882	Pylaiella		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Acinetosporaceae	142642	Pylaiella	2882			TRUE
2885	2885	Pylaiella littoralis	(Linnaeus) Kjellman, 1872	SPECIES	Conferva littoralis	Linnaeus, 1753		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Acinetosporaceae	142642	Pylaiella	2882	Pylaiella littoralis	2885	TRUE
2886	2886	Laminariales		ORDER				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886							TRUE
2887	2887	Alariaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Alariaceae	2887					TRUE
2888	2888	Alaria		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Alariaceae	2887	Alaria	2888			TRUE
2889	2889	Alaria esculenta	(Linnaeus) Greville, 1830	SPECIES	Fucus esculentus	Linnaeus, 1767	Atlantic wakame	no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Alariaceae	2887	Alaria	2888	Alaria esculenta	2889	TRUE
2891	2891	Scytosiphonaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Scytosiphonaceae	2891					TRUE
2892	2892	Petalonia		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Scytosiphonaceae	2891	Petalonia	2892			TRUE
2893	2893	Petalonia fascia	(O.F.MuÌller) Kuntze, 1898	SPECIES	Fucus fascia	O.F.MuÌller, 1778		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Scytosiphonaceae	2891	Petalonia	2892	Petalonia fascia	2893	TRUE
29202	29202	Thalassiosiraceae		FAMILY				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Thalassiosirales	33847	Thalassiosiraceae	29202					TRUE
29203	29203	Cyclotella		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Stephanodiscales	2910910	Stephanodiscaceae	1365474	Cyclotella	29203			TRUE
29204	29204	Cyclotella cryptica	Reimann, Lewin & Guillard, 1963	SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Stephanodiscales	2910910	Stephanodiscaceae	1365474	Cyclotella	29203	Cyclotella cryptica	29204	TRUE
29205	29205	Stephanocyclus meneghinianus	(KuÌtzing) Skabitschevsky, 1975	SPECIES	Cyclotella meneghiniana	KuÌtzing 1844		no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Thalassiosirales	33847	Thalassiosiraceae	29202	Stephanocyclus	2818153	Stephanocyclus meneghinianus	29205	TRUE
29206	29206	Stephanodiscus		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Stephanodiscales	2910910	Stephanodiscaceae	1365474	Stephanodiscus	29206			TRUE
29207	29207	Stephanodiscus hantzschii	Grunow, 1880	SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Stephanodiscales	2910910	Stephanodiscaceae	1365474	Stephanodiscus	29206	Stephanodiscus hantzschii	29207	TRUE
29208	29208	Stephanodiscus niagarae	Ehrenberg, 1845	SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Stephanodiscales	2910910	Stephanodiscaceae	1365474	Stephanodiscus	29206	Stephanodiscus niagarae	29208	TRUE
29209	29209	Stephanodiscus yellowstonensis	Theriot & Stoermer, 1984	SPECIES				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Stephanodiscales	2910910	Stephanodiscaceae	1365474	Stephanodiscus	29206	Stephanodiscus yellowstonensis	29209	TRUE
2974	2974	Vaucheriales		ORDER				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Vaucheriales	2974							TRUE
2975	2975	Vaucheriaceae		FAMILY				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Vaucheriales	2974	Vaucheriaceae	2975					TRUE
2976	2976	Vaucheria	A.P. de Candolle, 1801	GENUS				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Vaucheriales	2974	Vaucheriaceae	2975	Vaucheria	2976			TRUE
2977	2977	Vaucheria bursata	(O.F.MuÌller) C.Agardh, 1811	SPECIES	Conferva bursata	O.F.MuÌller, 1788		no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Vaucheriales	2974	Vaucheriaceae	2975	Vaucheria	2976	Vaucheria bursata	2977	TRUE
2978	2978	Tribonematales		ORDER				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Tribonematales	2978							TRUE
2979	2979	Tribonemataceae		FAMILY				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Tribonematales	2978	Tribonemataceae	2979					TRUE
2980	2980	Tribonema	DerbeÌs & Solier, 1851	GENUS				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Tribonematales	2978	Tribonemataceae	2979	Tribonema	2980			TRUE
2981	2981	Tribonema aequale	Pascher, 1925	SPECIES				no	yellow-green algae	Eukaryota	2759					Xanthophyceae	2833	Tribonematales	2978	Tribonemataceae	2979	Tribonema	2980	Tribonema aequale	2981	TRUE
2985	2985	Ochromonas	Vysotskii, 1887	GENUS				no	golden algae	Eukaryota	2759					Chrysophyceae	2825	Chromulinales	96792	Chromulinaceae	98651	Ochromonas	2985			TRUE
2986	2986	Ochromonas danica	Pringsheim, 1955	SPECIES				yes	golden algae	Eukaryota	2759					Chrysophyceae	2825	Chromulinales	96792	Chromulinaceae	98651	Ochromonas	2985	Ochromonas danica	2986	TRUE
2988	2988	Mallomonas	Perty, 1852	GENUS				no	heterokonts	Eukaryota	2759					Synurophyceae	33859	Synurales	420622	Mallomonadaceae	420617	Mallomonas	2988			TRUE
2989	2989	Mallomonas papillosa	K.Harris & D.E.Bradley, 1960	SPECIES				no	heterokonts	Eukaryota	2759					Synurophyceae	33859	Synurales	420622	Mallomonadaceae	420617	Mallomonas	2988	Mallomonas papillosa	2989	TRUE
2990	2990	Mallomonas striata	Asmund, 1959	SPECIES				no	heterokonts	Eukaryota	2759					Synurophyceae	33859	Synurales	420622	Mallomonadaceae	420617	Mallomonas	2988	Mallomonas striata	2990	TRUE
2991	2991	Synura	Ehrenberg, 1834	GENUS				no	heterokonts	Eukaryota	2759					Synurophyceae	33859	Synurales	420622	Mallomonadaceae	420617	Synura	2991			TRUE
2992	2992	Synura spinosa	Korshikov, 1929	SPECIES				no	heterokonts	Eukaryota	2759					Synurophyceae	33859	Synurales	420622	Mallomonadaceae	420617	Synura	2991	Synura spinosa	2992	TRUE
29920	29920	Phytophthora cactorum	(Lebert & Cohn) J. SchroÌt., 1886	SPECIES	Peronospora cactorum	Lebert & Cohn, 1875		yes	downy mildews	Eukaryota	2759			Oomycota	4762	Peronosporomycetes	3418804	Peronosporales	4776	Peronosporaceae	4777	Phytophthora	4783	Phytophthora cactorum	29920	TRUE
2995	2995	Hydrurus	C.Agardh, 1824	GENUS				no	golden algae	Eukaryota	2759					Chrysophyceae	2825	Hydrurales	420604	Hydruraceae	98655	Hydrurus	2995			TRUE
2996	2996	Hydrurus foetidus	(Villars) Trevisan, 1848	SPECIES	Conferva foetida	Villars, 1789		no	golden algae	Eukaryota	2759					Chrysophyceae	2825	Hydrurales	420604	Hydruraceae	98655	Hydrurus	2995	Hydrurus foetidus	2996	TRUE
2997	2997	Chromulina	Cienkowski, 1870	GENUS				no	golden algae	Eukaryota	2759					Chrysophyceae	2825	Chromulinales	96792	Chromulinaceae	98651	Chromulina	2997			TRUE
2998	2998	Chromulina chionophila	Stein, 1963	SPECIES				no	golden algae	Eukaryota	2759					Chrysophyceae	2825	Chromulinales	96792	Chromulinaceae	98651	Chromulina	2997	Chromulina chionophila	2998	TRUE
2999	2999	Hibberdia	R.A.Andersen, 1989	GENUS				no	golden algae	Eukaryota	2759					Chrysophyceae	2825	Hibberdiales	33654	Hibberdiaceae	98649	Hibberdia	2999			TRUE
3000	3000	Hibberdia magna	(J.H.Belcher) R.A.Andersen, 1989	SPECIES	Chrysosphaera magna	J.H.Belcher, 1974		no	golden algae	Eukaryota	2759					Chrysophyceae	2825	Hibberdiales	33654	Hibberdiaceae	98649	Hibberdia	2999	Hibberdia magna	3000	TRUE
3002	3002	Bacillaria		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Bacillaria	3002			TRUE
3003	3003	Bacillaria paxillifer	(O.F.MuÌller) T.Marsson, 1901	SPECIES	Vibrio paxillifer	O.F.MuÌller, 1786		no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Bacillariophyceae	33849	Bacillariales	33851	Bacillariaceae	33852	Bacillaria	3002	Bacillaria paxillifer	3003	TRUE
3004	3004	Rhizosolenia		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Rhizosoleniales	33844	Rhizosoleniaceae	33845	Rhizosolenia	3004			TRUE
3005	3005	Sundstroemia setigera	(Brightwell) Medlin, 2021	SPECIES	Rhizosolenia setigera	Brightwell, 1858		no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Rhizosoleniales	33844	Rhizosoleniaceae	33845	Sundstroemia	3437330	Sundstroemia setigera	3005	TRUE
3006	3006	Stephanopyxis		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Coscinodiscophyceae	33836	Melosirales	33841	Stephanopyxidaceae	33842	Stephanopyxis	3006			TRUE
3009	3009	Fucales		ORDER				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009							TRUE
3010	3010	Fucaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009	Fucaceae	3010					TRUE
3011	3011	Fucus		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009	Fucaceae	3010	Fucus	3011			TRUE
3012	3012	Fucus distichus	Linnaeus, 1767	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009	Fucaceae	3010	Fucus	3011	Fucus distichus	3012	TRUE
3013	3013	Fucus gardneri	P.C.Silva, 1953	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009	Fucaceae	3010	Fucus	3011	Fucus gardneri	3013	TRUE
3014	3014	Sargassaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009	Sargassaceae	3014					TRUE
3015	3015	Sargassum	C. Agardh, 1820: 1	GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009	Sargassaceae	3014	Sargassum	3015			TRUE
3016	3016	Sargassum fulvellum	(Turner) C.Agardh, 1820	SPECIES	Fucus fulvellus	Turner, 1808		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Fucales	3009	Sargassaceae	3014	Sargassum	3015	Sargassum fulvellum	3016	TRUE
3017	3017	Acinetospora		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Acinetosporaceae	142642	Acinetospora	3017			TRUE
3018	3018	Acinetospora crinita	(Carmichael) Sauvageau, 1899	SPECIES	Ectocarpus crinitus	Carmichael, 1833		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Acinetosporaceae	142642	Acinetospora	3017	Acinetospora crinita	3018	TRUE
3021	3021	Akkesiphycus		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Akkesiphycaceae	416989	Akkesiphycus	3021			TRUE
3022	3022	Akkesiphycus lubricus	Yamada & Tanaka, 1944	SPECIES				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Akkesiphycaceae	416989	Akkesiphycus	3021	Akkesiphycus lubricus	3022	TRUE
3024	3024	Chordaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Chordaceae	3024					TRUE
3025	3025	Chordaria		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Chordaria	3025			TRUE
3026	3026	Chordaria flagelliformis	(O.F.MuÌller) C.Agardh, 1817	SPECIES	Fucus flagelliformis	O.F.MuÌller, 1775		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ectocarpales	2877	Chordariaceae	66220	Chordaria	3025	Chordaria flagelliformis	3026	TRUE
31331	31331	Heterochordariaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870			Heterochordariaceae	31331					TRUE
31332	31332	Analipus		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ralfsiales	891380	Ralfsiaceae	31334	Analipus	31332			TRUE
31333	31333	Analipus japonicus	(Harvey) M.J.Wynne, 1971	SPECIES	Halosaccion japonicum	Harvey, 1857		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ralfsiales	891380	Ralfsiaceae	31334	Analipus	31332	Analipus japonicus	31333	TRUE
31334	31334	Ralfsiaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ralfsiales	891380	Ralfsiaceae	31334					TRUE
31335	31335	Ralfsia		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ralfsiales	891380	Ralfsiaceae	31334	Ralfsia	31335			TRUE
31336	31336	Ralfsia fungiformis	(Gunnerus) Setchell & N.L.Gardner, 1924	SPECIES	Fucus fungiformis	Gunnerus, 1776		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Ralfsiales	891380	Ralfsiaceae	31334	Ralfsia	31335	Ralfsia fungiformis	31336	TRUE
31337	31337	Desmarestiales		ORDER				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Desmarestiales	31337							TRUE
31338	31338	Desmarestiaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Desmarestiales	31337	Desmarestiaceae	31338					TRUE
31339	31339	Desmarestia		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Desmarestiales	31337	Desmarestiaceae	31338	Desmarestia	31339			TRUE
31340	31340	Desmarestia ligulata	(Stackhouse) J.V.Lamouroux, 1813	SPECIES	Herbacea ligulata	Stackhouse, 1809		no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Desmarestiales	31337	Desmarestiaceae	31338	Desmarestia	31339	Desmarestia ligulata	31340	TRUE
33634	33634	Stramenopiles	Patterson 1989, emend. Adl et al. 2005	CLADE			heterokonts	no	heterokonts	Eukaryota	2759															FALSE
33636	33636	Laminariaceae		FAMILY				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Laminariaceae	33636					TRUE
33637	33637	Laminaria		GENUS				no	brown algae	Eukaryota	2759					Phaeophyceae	2870	Laminariales	2886	Laminariaceae	33636	Laminaria	33637			TRUE
33639	33639	Asterionellopsis		GENUS				no	diatoms	Eukaryota	2759			Bacillariophyta	2836	Fragilariophyceae	33853	Fragilariales	33855	Fragilariaceae	33856	Asterionellopsis	33639			TRUE
